stage_id,decision_id,stage_sequence,stage_name,stage_timestamp,stage_status,metric_label,metric_value,payload_summary
STG-DEC-00081-02,DEC-00081,2,PREDICT,2026-07-10 21:00:12,COMPLETED,Predicted Dwell Blowout,101m turnaround (+36m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00081-03,DEC-00081,3,DIAGNOSE,2026-07-10 21:00:18,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS10
STG-DEC-00081-04,DEC-00081,4,OPTIMIZE,2026-07-10 21:00:24,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -27m recovery
STG-DEC-00081-05,DEC-00081,5,DECIDE,2026-07-10 21:00:30,COMPLETED,L3_APPROVAL_REQUIRED Policy Check,Status: APPROVED,Autonomy rule evaluation completed
STG-DEC-00081-06,DEC-00081,6,EXECUTE,2026-07-10 21:00:32,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00081-07,DEC-00081,7,VERIFY,2026-07-10 21:45:30,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00081-08,DEC-00081,8,LOG,2026-07-10 21:45:37,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00082-01,DEC-00082,1,SIGNAL,2026-07-11 03:00:11,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00082-02,DEC-00082,2,PREDICT,2026-07-11 03:00:20,COMPLETED,Predicted Dwell Blowout,109m turnaround (+44m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00082-03,DEC-00082,3,DIAGNOSE,2026-07-11 03:00:26,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS10
STG-DEC-00082-04,DEC-00082,4,OPTIMIZE,2026-07-11 03:00:32,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -33m recovery
STG-DEC-00082-05,DEC-00082,5,DECIDE,2026-07-11 03:00:38,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00082-06,DEC-00082,6,EXECUTE,2026-07-11 03:00:40,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00082-07,DEC-00082,7,VERIFY,2026-07-11 03:45:38,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00082-08,DEC-00082,8,LOG,2026-07-11 03:45:45,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00083-01,DEC-00083,1,SIGNAL,2026-07-11 09:00:15,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00083-02,DEC-00083,2,PREDICT,2026-07-11 09:00:24,COMPLETED,Predicted Dwell Blowout,68m turnaround (+18m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00083-03,DEC-00083,3,DIAGNOSE,2026-07-11 09:00:30,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS27
STG-DEC-00083-04,DEC-00083,4,OPTIMIZE,2026-07-11 09:00:36,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -13m recovery
STG-DEC-00083-05,DEC-00083,5,DECIDE,2026-07-11 09:00:42,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00083-06,DEC-00083,6,EXECUTE,2026-07-11 09:00:44,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00083-07,DEC-00083,7,VERIFY,2026-07-11 09:45:42,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00083-08,DEC-00083,8,LOG,2026-07-11 09:45:49,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00084-01,DEC-00084,1,SIGNAL,2026-07-11 11:00:17,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00084-02,DEC-00084,2,PREDICT,2026-07-11 11:00:26,COMPLETED,Predicted Dwell Blowout,80m turnaround (+15m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00084-03,DEC-00084,3,DIAGNOSE,2026-07-11 11:00:32,COMPLETED,Causal Attribution,Loading Position Offline for Maintenance,Bottleneck identified at PS10
STG-DEC-00084-04,DEC-00084,4,OPTIMIZE,2026-07-11 11:00:38,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -11m recovery
STG-DEC-00084-05,DEC-00084,5,DECIDE,2026-07-11 11:00:44,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00084-06,DEC-00084,6,EXECUTE,2026-07-11 11:00:46,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00084-07,DEC-00084,7,VERIFY,2026-07-11 11:45:44,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00084-08,DEC-00084,8,LOG,2026-07-11 11:45:51,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00085-01,DEC-00085,1,SIGNAL,2026-07-11 21:00:02,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00085-02,DEC-00085,2,PREDICT,2026-07-11 21:00:11,COMPLETED,Predicted Dwell Blowout,91m turnaround (+19m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00085-03,DEC-00085,3,DIAGNOSE,2026-07-11 21:00:17,COMPLETED,Causal Attribution,Gantry Queue Congestion + Slow Metering,Bottleneck identified at KOT-PS1
STG-DEC-00085-04,DEC-00085,4,OPTIMIZE,2026-07-11 21:00:23,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -14m recovery
STG-DEC-00085-05,DEC-00085,5,DECIDE,2026-07-11 21:00:29,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00085-06,DEC-00085,6,EXECUTE,2026-07-11 21:00:31,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00085-07,DEC-00085,7,VERIFY,2026-07-11 21:45:29,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00085-08,DEC-00085,8,LOG,2026-07-11 21:45:36,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00086-01,DEC-00086,1,SIGNAL,2026-07-12 00:59:52,COMPLETED,Trigger Received,Demand surge at PS25,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00086-02,DEC-00086,2,PREDICT,2026-07-12 01:00:01,COMPLETED,Predicted Dwell Blowout,89m turnaround (+31m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00086-03,DEC-00086,3,DIAGNOSE,2026-07-12 01:00:07,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at PS25
STG-DEC-00086-04,DEC-00086,4,OPTIMIZE,2026-07-12 01:00:13,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -23m recovery
STG-DEC-00086-05,DEC-00086,5,DECIDE,2026-07-12 01:00:19,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00086-06,DEC-00086,6,EXECUTE,2026-07-12 01:00:21,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00086-07,DEC-00086,7,VERIFY,2026-07-12 01:45:19,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00086-08,DEC-00086,8,LOG,2026-07-12 01:45:26,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00087-01,DEC-00087,1,SIGNAL,2026-07-12 04:59:54,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00087-02,DEC-00087,2,PREDICT,2026-07-12 05:00:03,COMPLETED,Predicted Dwell Blowout,77m turnaround (+12m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00087-03,DEC-00087,3,DIAGNOSE,2026-07-12 05:00:09,COMPLETED,Causal Attribution,Clustered Transporter Arrivals,Bottleneck identified at PS10
STG-DEC-00087-04,DEC-00087,4,OPTIMIZE,2026-07-12 05:00:15,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -9m recovery
STG-DEC-00087-05,DEC-00087,5,DECIDE,2026-07-12 05:00:21,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00087-06,DEC-00087,6,EXECUTE,2026-07-12 05:00:23,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00087-07,DEC-00087,7,VERIFY,2026-07-12 05:45:21,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00087-08,DEC-00087,8,LOG,2026-07-12 05:45:28,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00088-01,DEC-00088,1,SIGNAL,2026-07-12 08:59:55,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00088-02,DEC-00088,2,PREDICT,2026-07-12 09:00:04,COMPLETED,Predicted Dwell Blowout,80m turnaround (+30m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00088-03,DEC-00088,3,DIAGNOSE,2026-07-12 09:00:10,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS27
STG-DEC-00088-04,DEC-00088,4,OPTIMIZE,2026-07-12 09:00:16,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -22m recovery
STG-DEC-00088-05,DEC-00088,5,DECIDE,2026-07-12 09:00:22,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00088-06,DEC-00088,6,EXECUTE,2026-07-12 09:00:24,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00088-07,DEC-00088,7,VERIFY,2026-07-12 09:45:22,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00088-08,DEC-00088,8,LOG,2026-07-12 09:45:29,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00089-01,DEC-00089,1,SIGNAL,2026-07-12 18:00:04,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00089-02,DEC-00089,2,PREDICT,2026-07-12 18:00:13,COMPLETED,Predicted Dwell Blowout,92m turnaround (+20m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00089-03,DEC-00089,3,DIAGNOSE,2026-07-12 18:00:19,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at KOT-PS1
STG-DEC-00089-04,DEC-00089,4,OPTIMIZE,2026-07-12 18:00:25,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -15m recovery
STG-DEC-00089-05,DEC-00089,5,DECIDE,2026-07-12 18:00:31,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00089-06,DEC-00089,6,EXECUTE,2026-07-12 18:00:33,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00089-07,DEC-00089,7,VERIFY,2026-07-12 18:45:31,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00089-08,DEC-00089,8,LOG,2026-07-12 18:45:38,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00090-01,DEC-00090,1,SIGNAL,2026-07-12 21:00:15,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00090-02,DEC-00090,2,PREDICT,2026-07-12 21:00:24,COMPLETED,Predicted Dwell Blowout,88m turnaround (+16m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00090-03,DEC-00090,3,DIAGNOSE,2026-07-12 21:00:30,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at KOT-PS1
STG-DEC-00090-04,DEC-00090,4,OPTIMIZE,2026-07-12 21:00:36,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -12m recovery
STG-DEC-00090-05,DEC-00090,5,DECIDE,2026-07-12 21:00:42,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00090-06,DEC-00090,6,EXECUTE,2026-07-12 21:00:44,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00090-07,DEC-00090,7,VERIFY,2026-07-12 21:45:42,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00090-08,DEC-00090,8,LOG,2026-07-12 21:45:49,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00091-01,DEC-00091,1,SIGNAL,2026-07-13 08:59:52,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00091-02,DEC-00091,2,PREDICT,2026-07-13 09:00:01,COMPLETED,Predicted Dwell Blowout,70m turnaround (+20m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00091-03,DEC-00091,3,DIAGNOSE,2026-07-13 09:00:07,COMPLETED,Causal Attribution,Morning Peak Arrival Surge,Bottleneck identified at PS27
STG-DEC-00091-04,DEC-00091,4,OPTIMIZE,2026-07-13 09:00:13,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -15m recovery
STG-DEC-00091-05,DEC-00091,5,DECIDE,2026-07-13 09:00:19,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00091-06,DEC-00091,6,EXECUTE,2026-07-13 09:00:21,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00091-07,DEC-00091,7,VERIFY,2026-07-13 09:45:19,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00091-08,DEC-00091,8,LOG,2026-07-13 09:45:26,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00092-01,DEC-00092,1,SIGNAL,2026-07-13 14:59:57,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00092-02,DEC-00092,2,PREDICT,2026-07-13 15:00:06,COMPLETED,Predicted Dwell Blowout,84m turnaround (+19m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00092-03,DEC-00092,3,DIAGNOSE,2026-07-13 15:00:12,COMPLETED,Causal Attribution,Tank Recertification Hold,Bottleneck identified at PS10
STG-DEC-00092-04,DEC-00092,4,OPTIMIZE,2026-07-13 15:00:18,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -14m recovery
STG-DEC-00092-05,DEC-00092,5,DECIDE,2026-07-13 15:00:24,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00092-06,DEC-00092,6,EXECUTE,2026-07-13 15:00:26,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00092-07,DEC-00092,7,VERIFY,2026-07-13 15:45:24,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00092-08,DEC-00092,8,LOG,2026-07-13 15:45:31,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00093-01,DEC-00093,1,SIGNAL,2026-07-14 08:00:12,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00093-02,DEC-00093,2,PREDICT,2026-07-14 08:00:21,COMPLETED,Predicted Dwell Blowout,80m turnaround (+15m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00093-03,DEC-00093,3,DIAGNOSE,2026-07-14 08:00:27,COMPLETED,Causal Attribution,Tank Recertification Hold,Bottleneck identified at PS10
STG-DEC-00093-04,DEC-00093,4,OPTIMIZE,2026-07-14 08:00:33,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -11m recovery
STG-DEC-00093-05,DEC-00093,5,DECIDE,2026-07-14 08:00:39,BLOCKED,L1_ADVISORY Policy Check,Status: BLOCKED_BY_POLICY,Autonomy rule evaluation completed
STG-DEC-00093-06,DEC-00093,6,EXECUTE,2026-07-14 08:00:41,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00093-07,DEC-00093,7,VERIFY,2026-07-14 08:45:39,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00093-08,DEC-00093,8,LOG,2026-07-14 08:45:46,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00094-01,DEC-00094,1,SIGNAL,2026-07-15 12:00:04,COMPLETED,Trigger Received,Demand surge at KOT-PS1,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00094-02,DEC-00094,2,PREDICT,2026-07-15 12:00:13,COMPLETED,Predicted Dwell Blowout,84m turnaround (+12m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00094-03,DEC-00094,3,DIAGNOSE,2026-07-15 12:00:19,COMPLETED,Causal Attribution,Flow Meter Temperature Sensor Drift,Bottleneck identified at KOT-PS1
STG-DEC-00094-04,DEC-00094,4,OPTIMIZE,2026-07-15 12:00:25,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -9m recovery
STG-DEC-00094-05,DEC-00094,5,DECIDE,2026-07-15 12:00:31,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00094-06,DEC-00094,6,EXECUTE,2026-07-15 12:00:33,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00094-07,DEC-00094,7,VERIFY,2026-07-15 12:45:31,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00094-08,DEC-00094,8,LOG,2026-07-15 12:45:38,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00095-01,DEC-00095,1,SIGNAL,2026-07-15 19:00:09,COMPLETED,Trigger Received,Demand surge at PS27,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00095-02,DEC-00095,2,PREDICT,2026-07-15 19:00:18,COMPLETED,Predicted Dwell Blowout,63m turnaround (+13m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00095-03,DEC-00095,3,DIAGNOSE,2026-07-15 19:00:24,COMPLETED,Causal Attribution,Clustered Transporter Arrivals,Bottleneck identified at PS27
STG-DEC-00095-04,DEC-00095,4,OPTIMIZE,2026-07-15 19:00:30,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -9m recovery
STG-DEC-00095-05,DEC-00095,5,DECIDE,2026-07-15 19:00:36,COMPLETED,L2_AUTO_EXECUTABLE Policy Check,Status: EXECUTED,Autonomy rule evaluation completed
STG-DEC-00095-06,DEC-00095,6,EXECUTE,2026-07-15 19:00:38,COMPLETED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00095-07,DEC-00095,7,VERIFY,2026-07-15 19:45:36,COMPLETED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
STG-DEC-00095-08,DEC-00095,8,LOG,2026-07-15 19:45:43,COMPLETED,Audit Record Sealed,SHA-256 Digest Confirmed,Tamper-evident record sealed to immutable operational audit store
STG-DEC-00096-01,DEC-00096,1,SIGNAL,2026-07-16 19:59:59,COMPLETED,Trigger Received,Demand surge at PS10,Telemetry ingested from Smart Gate and SCADA DCS
STG-DEC-00096-02,DEC-00096,2,PREDICT,2026-07-16 20:00:08,COMPLETED,Predicted Dwell Blowout,102m turnaround (+37m above baseline SLA),Forecasted queue blowout with 91% confidence
STG-DEC-00096-03,DEC-00096,3,DIAGNOSE,2026-07-16 20:00:14,COMPLETED,Causal Attribution,Tank Recertification Hold,Bottleneck identified at PS10
STG-DEC-00096-04,DEC-00096,4,OPTIMIZE,2026-07-16 20:00:20,COMPLETED,Candidate Ranking,OPT-03 selected (Score 92/100),Evaluated candidate options for -27m recovery
STG-DEC-00096-05,DEC-00096,5,DECIDE,2026-07-16 20:00:26,COMPLETED,L1_ADVISORY Policy Check,Status: ADVISORY_POSTED,Autonomy rule evaluation completed
STG-DEC-00096-06,DEC-00096,6,EXECUTE,2026-07-16 20:00:28,SKIPPED,Actuation Dispatch,Actuation command routed,Control payload delivered to terminal gateway
STG-DEC-00096-07,DEC-00096,7,VERIFY,2026-07-16 20:45:26,SKIPPED,Closed-Loop Recovery,Observed dwell delta reduction,Field telemetry feedback verified
